Month,Year,Borough,ViolenceAgainstPerson_Murder,ViolenceAgainstPerson_WoundingGBH,ViolenceAgainstPerson_AssaultWithInjury,ViolenceAgainstPerson_CommonAssault,ViolenceAgainstPerson_OffensiveWeapon,ViolenceAgainstPerson_Harassment,ViolenceAgainstPerson_OtherViolence,Sexual_Rape,Sexual_OtherSexual,Robbery_PersonalProperty,Robbery_BusinessProperty,Burglary_Dwelling,Burglary_OtherBuildings,Theft_TakingOfMotorVehicle,Theft_FromMotorVehicle,Theft_MotorVehicleTampering,Theft_FromShops,Theft_Person,Theft_TakingOfPedalCycles,Theft_OtherTheft,Theft_HandlingStolenGoods,FraudForgery_CountedPerVictim,FraudForgery_OtherFraudForgery,CriminalDamage_Dwelling,CriminalDamage_OtherBuildings,CriminalDamage_MotorVehicle,CriminalDamage_OtherCriminalDamage,Drugs_DrugTrafficking,Drugs_PossessionOfDrugs,Drugs_OtherDrugs,OtherNotifiableOffences_GoingEquipped,OtherNotifiableOffences_OtherNotifiable,Males00-20,Males00-20,Males21-40,Males41-60,Males61+,Females00-20,Females21-40,Females41-60,Females61+,PoliceOfficer,PoliceSergeant,SpecialPoliceConstable,PoliceCommunitySupportOfficer,PoliceStaff,UnemployedMale18-24,UnemployedMale25-44,UnemployedMale45-64,UnemployedFemale18-24,UnemployedFemale25-44,UnemployedFemale45-64,PublicAttitudeSurvey_FearofCrime%
AUG,2013,KingstonUponThames,0,17,57,48,1,55,2,4,9,5,1,42,36,12,40,3,85,50,46,117,2,0,0,20,10,43,15,1,40,0,0,6,21143,21143,27072,20903,12556,21140,27668,21079,15232,301,44,75,40,37,675,1305,960,480,1260,675,19
AUG,2013,Lambeth,0,99,152,145,22,142,30,21,37,245,10,214,110,63,145,10,76,387,141,521,15,0,8,67,22,72,35,8,177,2,2,43,35677,35677,71248,35936,14319,34558,69568,35767,17169,789,80,104,97,94,3165,9360,6345,2190,6570,4350,31
AUG,2013,Lewisham,1,60,140,149,15,170,36,12,17,104,8,173,61,55,131,7,81,63,41,255,4,0,1,43,25,76,48,16,121,1,0,25,38294,38294,51835,35038,15474,36754,52747,36806,19232,606,65,139,57,53,3300,7575,4980,2295,5430,3390,37
AUG,2013,Merton,0,33,45,60,5,68,9,4,15,25,3,85,32,23,77,2,51,40,38,137,1,0,2,18,6,41,12,16,39,1,2,13,25844,25844,35112,25010,13907,24676,35652,25905,17117,349,40,77,54,26,1215,3015,1800,855,2175,1320,13
AUG,2013,Newham,2,78,115,131,11,123,39,20,18,187,8,166,64,117,240,14,100,206,59,359,3,0,5,46,16,65,39,11,109,0,2,33,47387,47387,71263,33648,13203,46403,57872,32638,15813,775,68,183,58,61,3810,8790,5040,3090,5910,3510,54
AUG,2013,Redbridge,0,35,81,104,4,95,11,9,15,63,6,114,37,77,224,19,72,48,15,210,4,0,2,19,8,51,32,12,129,0,1,17,42504,42504,45767,33813,20344,40134,45863,35411,24436,499,52,126,74,57,2460,4710,2895,1725,3690,2100,45
AUG,2013,RichmondUponThames,0,37,38,29,2,68,1,7,11,12,0,66,70,21,76,8,68,11,75,142,3,0,3,12,10,55,22,2,74,0,2,16,24130,24130,26793,26424,15690,23484,28593,26925,19326,302,42,108,47,39,585,1350,1185,435,1140,885,18
AUG,2013,Southwark,0,82,157,131,16,145,34,26,30,204,11,132,134,79,128,8,104,239,110,408,7,0,4,55,17,73,51,16,215,1,2,41,36100,36100,61866,35734,13794,35366,63461,35331,16813,752,79,155,56,84,3090,8265,5610,2175,5760,3870,38
AUG,2013,Sutton,0,25,74,48,3,53,3,6,17,15,2,68,45,26,78,17,81,20,21,120,1,0,0,21,14,46,25,2,30,1,0,11,26042,26042,26168,26724,16377,24510,28378,27302,20413,337,53,85,65,41,990,2250,1650,675,1725,1110,19
AUG,2013,Tower Hamlets,1,72,157,142,12,184,27,17,17,85,6,125,106,85,124,11,67,130,166,314,6,0,6,40,26,63,62,9,296,1,3,33,35719,35719,68642,26263,9992,34801,64253,21502,11718,666,70,203,45,71,3960,8145,4770,3225,5670,2760,44
AUG,2013,Waltham Forest,0,59,123,125,10,151,26,10,20,74,3,141,56,87,186,14,95,67,40,285,1,0,0,38,22,82,34,9,101,0,1,33,37161,37161,47884,32051,15596,35349,45892,32824,19040,577,61,109,59,69,3480,7230,4215,2355,5115,2955,42
AUG,2013,Wandsworth,0,47,84,100,10,76,19,16,15,70,5,119,130,96,209,13,96,149,149,334,9,0,1,39,16,53,29,9,81,0,3,30,33056,33056,67986,32293,16022,32578,74592,33637,20352,538,55,158,44,67,1845,5055,3405,1260,3765,2250,24
AUG,2013,Westminster,0,86,130,163,27,177,25,15,36,244,2,137,220,58,185,15,302,714,159,1374,8,0,4,19,29,54,44,28,418,3,3,85,24130,24130,48613,28022,15825,22341,43427,26402,18081,1226,173,373,98,155,1185,3675,2460,735,2490,1785,28
JUL,2013,Barking&Dagenham,0,56,125,82,6,93,21,14,24,43,2,118,41,58,164,17,70,27,33,208,5,0,2,40,17,44,43,5,117,0,3,22,33580,33580,28567,22018,10775,31258,31355,22776,14023,449,46,154,71,61,3105,5340,2775,2040,3915,2115,44
JUL,2013,Barnet,1,37,94,76,9,140,11,12,20,68,6,207,97,68,281,16,111,72,40,334,4,0,3,30,14,61,35,11,80,0,2,25,50642,50642,57444,44135,28258,47238,58931,47059,35381,545,62,163,86,64,2040,5370,3330,1290,3975,2190,33
JUL,2013,Bexley,0,29,72,67,4,69,20,12,21,19,3,75,35,52,73,4,77,11,12,138,1,0,2,32,14,53,24,12,64,1,0,11,32474,32474,28991,30971,21460,31170,31534,33031,27056,343,38,90,72,54,1755,3105,2130,1245,2595,1470,28
JUL,2013,Brent,0,69,130,170,13,158,42,12,21,89,4,160,65,45,186,11,63,70,58,256,2,0,7,40,31,79,56,13,209,2,0,36,43225,43225,58326,38120,20556,40259,54130,38615,24033,628,69,169,60,84,3150,8625,5550,2085,5010,3555,31
JUL,2013,Bromley,0,48,119,109,7,138,23,7,16,62,6,141,85,57,149,18,145,23,23,236,3,0,0,34,21,71,41,5,91,0,2,17,40715,40715,38750,42911,30273,38902,42514,45511,38323,481,56,144,92,32,1830,3645,2790,1080,2775,1890,30
JUL,2013,Camden,0,39,103,112,11,117,20,7,21,102,6,102,151,72,144,14,89,313,119,673,6,0,2,27,25,45,33,8,192,2,0,41,26579,26579,46175,26031,14994,25916,46568,25044,18412,697,75,204,63,70,1245,4140,2670,930,2655,1755,30
JUL,2013,Croydon,0,87,178,174,24,157,30,9,32,138,18,218,96,58,251,14,113,95,44,379,5,0,1,82,26,101,67,7,173,1,2,42,52916,52916,52608,48019,27234,51268,56102,51310,33295,695,69,178,64,72,3480,7395,4695,2145,5550,3315,15
JUL,2013,Ealing,0,67,142,176,6,215,22,11,60,92,5,163,144,49,283,12,112,87,86,332,5,0,6,45,18,126,46,14,115,0,1,35,46094,46094,60180,42374,22939,43638,57841,42488,26940,690,69,160,68,69,2940,7980,4470,1875,5040,2880,37
JUL,2013,Enfield,1,40,143,107,11,121,10,19,18,85,3,134,87,60,314,24,75,52,21,267,3,0,1,48,14,97,44,7,76,0,0,32,47736,47736,45616,39407,22987,44307,49532,42514,28425,574,60,120,92,55,3675,7170,4320,2505,5970,3315,34
JUL,2013,Greenwich,0,54,147,136,6,160,29,11,29,26,1,106,68,39,131,16,114,47,34,234,4,0,3,58,14,72,38,13,100,2,1,39,37842,37842,46802,31256,15878,35749,45469,31629,19383,605,67,143,54,55,2535,6180,3750,1695,4515,2385,34
JUL,2013,Hackney,1,65,128,151,16,133,38,15,35,105,2,152,131,51,159,18,52,201,180,376,4,0,2,64,12,63,44,11,179,2,3,29,33669,33669,56157,26552,11158,33075,56653,27165,12950,635,70,171,43,80,2595,8265,5100,2055,5535,3210,42
JUL,2013,Hammersmith&Fulham,0,43,80,89,10,118,21,8,18,45,3,93,51,44,128,7,152,70,80,280,13,0,1,32,11,49,23,11,119,3,5,28,19146,19146,38264,20029,9871,18699,38841,21232,12603,536,53,155,58,46,1440,4170,2715,855,2910,1860,30
JUL,2013,Haringey,0,78,141,104,13,96,22,11,13,75,4,157,49,89,214,20,78,103,57,297,6,0,3,45,12,62,47,9,103,1,1,24,34110,34110,52626,31100,14034,32823,49040,32468,17185,674,66,140,57,68,2820,8040,4995,1965,5265,3315,42
JUL,2013,Harrow,0,29,83,63,5,87,26,7,16,51,2,95,15,22,94,5,52,28,12,129,1,0,0,11,14,42,20,5,81,1,2,22,32904,32904,37120,30139,20543,30535,36070,31694,24368,366,44,92,59,37,1455,2985,1995,855,1995,1410,35
JUL,2013,Havering,0,35,70,59,6,113,14,5,11,16,3,122,57,67,136,14,76,22,20,264,3,0,1,25,10,49,28,5,84,0,0,22,30932,30932,29529,31679,24092,29663,31512,33401,31272,394,44,94,62,43,2160,3540,2325,1440,2640,1590,33
JUL,2013,Hillingdon,1,43,130,123,10,150,23,14,22,38,5,137,65,42,185,10,110,36,19,338,10,0,6,38,15,80,61,6,68,0,1,68,41134,41134,44738,35381,21605,38503,44273,35711,25463,495,59,112,45,55,1740,3930,2325,1245,2895,1500,34
JUL,2013,Hounslow,0,51,95,165,5,139,14,13,23,32,1,118,68,37,159,2,116,51,66,254,3,0,2,33,14,91,45,14,136,0,1,24,35411,35411,48299,31472,17258,33683,44900,31270,20114,506,62,117,63,56,1980,4155,2400,1215,2790,1560,37
JUL,2013,Islington,0,39,97,128,9,145,22,7,18,71,6,97,91,55,132,5,72,349,98,367,11,0,3,33,20,49,41,14,105,1,1,26,23245,23245,48467,24086,11296,22914,48679,23581,13403,575,64,172,64,52,2355,5625,3120,1530,3795,2190,38
JUL,2013,Kensington&Chelsea,0,26,64,67,1,59,9,3,9,39,3,82,60,40,126,2,120,87,64,432,6,0,4,17,8,34,19,1,75,2,0,28,16189,16189,28327,19899,12400,15077,28167,20757,14778,470,61,140,125,51,765,2295,1680,420,1710,1170,20
JUL,2013,KingstonUponThames,0,25,57,44,3,51,3,3,13,12,0,43,46,11,48,1,73,30,54,141,2,0,1,10,14,36,16,6,20,0,2,9,21143,21143,27072,20903,12556,21140,27668,21079,15232,298,44,74,40,37,675,1305,1050,405,1200,690,19
JUL,2013,Lambeth,1,109,199,176,24,170,40,14,29,263,5,180,130,55,153,9,78,257,188,460,12,0,3,73,17,82,56,14,126,2,2,28,35677,35677,71248,35936,14319,34558,69568,35767,17169,793,82,107,97,94,3270,9570,6525,2175,6600,4350,31
JUL,2013,Lewisham,0,60,135,148,16,165,36,22,24,119,4,180,64,67,143,6,65,75,46,260,3,0,4,66,16,75,45,19,170,0,0,29,38294,38294,51835,35038,15474,36754,52747,36806,19232,632,69,139,65,54,3225,7830,5130,2205,5385,3345,37
JUL,2013,Merton,0,32,52,70,3,85,15,9,17,40,2,78,49,30,107,11,65,36,49,147,5,0,5,27,9,50,22,33,46,0,1,8,25844,25844,35112,25010,13907,24676,35652,25905,17117,350,40,83,54,26,1245,2985,1935,855,2115,1410,13
JUL,2013,Newham,1,98,162,186,15,161,40,20,28,181,10,200,58,90,233,17,89,277,56,384,2,0,5,50,32,67,52,13,108,0,2,34,47387,47387,71263,33648,13203,46403,57872,32638,15813,777,68,181,60,61,3915,9150,5145,3000,6060,3555,54
JUL,2013,Redbridge,0,45,104,99,7,113,22,8,20,86,3,124,34,76,199,29,69,55,21,208,4,0,0,39,10,53,36,5,160,1,1,29,42504,42504,45767,33813,20344,40134,45863,35411,24436,496,52,125,74,57,2475,4875,3000,1620,3810,2085,45
JUL,2013,RichmondUponThames,0,19,37,48,0,55,10,0,11,17,0,77,79,20,85,6,59,17,85,135,2,0,1,12,12,35,27,6,70,0,0,9,24130,24130,26793,26424,15690,23484,28593,26925,19326,303,43,109,48,39,555,1425,1170,330,1200,915,18
JUL,2013,Southwark,1,83,151,187,14,161,36,21,28,208,6,166,144,89,180,13,98,213,182,477,9,0,5,52,23,78,44,15,218,0,4,39,36100,36100,61866,35734,13794,35366,63461,35331,16813,763,79,156,56,83,3045,8520,5685,2115,5895,3795,38
JUL,2013,Sutton,0,24,78,52,6,61,14,6,11,19,2,65,43,21,107,5,66,15,13,124,1,0,0,30,9,43,31,5,31,0,0,9,26042,26042,26168,26724,16377,24510,28378,27302,20413,339,54,90,65,41,960,2355,1770,645,1755,1110,19
JUL,2013,Tower Hamlets,1,71,159,158,13,184,30,9,16,119,6,119,103,66,136,9,66,216,157,389,8,0,2,52,13,82,54,12,408,1,4,46,35719,35719,68642,26263,9992,34801,64253,21502,11718,689,74,216,59,75,3960,8310,4890,3075,5640,2745,44
JUL,2013,Waltham Forest,2,62,124,133,13,144,26,7,17,71,8,139,43,83,198,15,57,63,43,292,4,0,2,39,13,47,40,16,122,0,1,31,37161,37161,47884,32051,15596,35349,45892,32824,19040,571,60,112,60,71,3570,7500,4470,2385,5145,3030,42
JUL,2013,Wandsworth,1,34,96,137,11,112,18,7,32,84,9,107,118,77,195,6,50,140,185,276,5,0,3,31,22,59,32,13,74,1,1,35,33056,33056,67986,32293,16022,32578,74592,33637,20352,563,59,159,51,69,1905,5385,3510,1230,3735,2265,24
JUL,2013,Westminster,0,71,137,181,16,195,24,11,41,186,2,126,197,67,233,14,348,713,186,1442,11,0,9,24,52,53,48,17,444,3,2,90,24130,24130,48613,28022,15825,22341,43427,26402,18081,1235,174,377,99,153,1230,3840,2475,780,2655,1875,28
JUN,2013,Barking&Dagenham,1,31,79,97,3,77,29,7,21,29,0,112,33,76,110,12,64,24,16,160,11,0,1,33,12,56,33,7,110,0,0,21,33580,33580,28567,22018,10775,31258,31355,22776,14023,450,46,155,71,59,3150,5625,2970,1980,4125,2115,44
JUN,2013,Barnet,0,47,91,95,7,115,16,12,29,61,7,158,114,69,269,16,97,55,32,328,1,0,4,45,13,81,22,10,65,1,1,21,50642,50642,57444,44135,28258,47238,58931,47059,35381,554,62,155,86,67,1905,5625,3345,1125,3990,2295,33
JUN,2013,Bexley,0,26,58,57,6,59,17,5,2,17,3,72,56,31,97,8,68,13,7,133,0,0,2,25,12,54,30,3,47,0,1,12,32474,32474,28991,30971,21460,31170,31534,33031,27056,344,38,85,72,53,1755,3255,2295,1200,2625,1515,28
JUN,2013,Brent,0,76,134,133,14,166,32,12,19,87,5,145,55,45,179,11,66,75,48,251,4,0,1,44,17,74,46,6,259,4,1,31,43225,43225,58326,38120,20556,40259,54130,38615,24033,627,70,166,61,82,2805,9090,5685,1860,5025,3585,31
JUN,2013,Bromley,0,25,99,78,10,102,4,18,14,29,9,124,78,48,142,17,106,19,14,215,1,0,0,48,9,62,47,4,88,0,0,32,40715,40715,38750,42911,30273,38902,42514,45511,38323,469,56,150,92,32,1890,3840,2880,1065,2775,1890,30
JUN,2013,Camden,0,41,88,104,12,124,22,16,19,67,7,111,168,78,188,13,106,341,113,582,5,0,4,27,26,52,40,8,171,1,1,33,26579,26579,46175,26031,14994,25916,46568,25044,18412,707,76,209,64,70,1290,4290,2730,885,2715,1680,30
JUN,2013,Croydon,0,79,158,129,14,123,28,23,24,121,16,170,122,70,232,19,139,72,48,356,8,0,1,52,30,117,51,10,179,1,1,28,52916,52916,52608,48019,27234,51268,56102,51310,33295,690,69,171,64,72,3555,7650,4890,2175,5655,3330,15
JUN,2013,Ealing,0,57,132,113,10,173,32,14,24,67,1,152,108,47,306,16,121,71,87,285,4,0,4,53,18,105,44,11,150,1,3,38,46094,46094,60180,42374,22939,43638,57841,42488,26940,695,70,162,69,70,2820,8160,4560,1665,5190,2925,37
JUN,2013,Enfield,0,46,119,94,17,124,24,12,17,105,5,162,94,73,307,30,81,64,17,272,5,0,2,41,10,81,39,8,83,1,1,32,47736,47736,45616,39407,22987,44307,49532,42514,28425,571,60,127,92,56,3660,7500,4470,2370,6210,3480,34
JUN,2013,Greenwich,1,41,101,124,6,144,19,13,14,45,7,86,73,58,113,6,100,61,27,256,2,0,5,57,14,64,50,6,109,0,0,30,37842,37842,46802,31256,15878,35749,45469,31629,19383,594,67,146,56,52,2700,6420,3825,1680,4635,2475,34
JUN,2013,Hackney,0,82,122,127,16,134,23,11,18,88,6,119,108,53,190,14,70,287,161,349,8,0,0,38,22,49,26,15,139,1,3,32,33669,33669,56157,26552,11158,33075,56653,27165,12950,656,74,174,56,80,2625,8535,5280,2070,5760,3315,42
JUN,2013,Hammersmith&Fulham,0,42,82,86,4,110,10,7,13,51,2,82,33,60,121,5,141,62,97,258,9,0,0,13,18,39,29,7,135,2,4,31,19146,19146,38264,20029,9871,18699,38841,21232,12603,538,53,153,59,46,1425,4170,2760,870,3015,1860,30
JUN,2013,Haringey,0,65,102,97,10,83,23,6,15,86,3,121,72,71,230,11,61,279,40,298,4,0,0,52,23,70,35,9,97,0,1,23,34110,34110,52626,31100,14034,32823,49040,32468,17185,680,68,144,57,68,2865,8430,5070,1860,5340,3360,42
JUN,2013,Harrow,0,26,82,73,3,91,24,3,12,38,4,110,38,32,96,10,42,25,8,105,0,0,1,15,4,44,22,9,81,0,0,14,32904,32904,37120,30139,20543,30535,36070,31694,24368,362,44,93,62,38,1245,3000,2025,735,2040,1500,35
JUN,2013,Havering,0,36,70,75,7,71,22,7,13,24,1,127,38,70,103,13,80,35,13,177,2,0,0,25,10,50,34,3,63,0,1,22,30932,30932,29529,31679,24092,29663,31512,33401,31272,390,42,95,62,43,2205,3840,2460,1470,2760,1635,33
JUN,2013,Hillingdon,0,35,100,119,16,139,22,11,17,31,3,151,72,38,108,2,122,34,26,339,4,0,6,38,19,94,48,17,75,0,1,68,41134,41134,44738,35381,21605,38503,44273,35711,25463,495,60,107,46,52,1755,4020,2385,1125,2940,1440,34
JUN,2013,Hounslow,0,42,93,135,6,126,16,8,15,37,0,87,58,25,151,17,125,31,54,235,4,0,1,34,11,75,39,11,118,0,1,19,35411,35411,48299,31472,17258,33683,44900,31270,20114,508,61,120,64,57,1965,4200,2400,1125,2910,1620,37
JUN,2013,Islington,2,59,96,105,2,108,21,7,20,64,7,125,94,62,124,15,63,316,93,321,6,0,2,35,16,50,36,17,90,0,1,32,23245,23245,48467,24086,11296,22914,48679,23581,13403,581,65,167,64,53,2355,5910,3195,1470,3810,2250,38
JUN,2013,Kensington&Chelsea,0,21,35,48,3,65,12,9,5,33,2,70,56,43,111,12,125,127,58,416,4,0,3,24,9,24,9,5,69,0,1,16,16189,16189,28327,19899,12400,15077,28167,20757,14778,473,62,136,129,53,750,2460,1740,435,1695,1170,20
JUN,2013,KingstonUponThames,1,23,51,29,7,44,9,3,7,6,1,47,39,10,45,3,88,36,39,109,4,0,1,11,12,39,23,4,36,1,2,10,21143,21143,27072,20903,12556,21140,27668,21079,15232,307,45,72,39,37,600,1395,1080,375,1170,720,19
JUN,2013,Lambeth,0,89,148,159,16,164,35,19,25,216,10,240,129,63,154,11,73,274,129,390,10,0,3,53,29,99,38,11,153,3,3,21,35677,35677,71248,35936,14319,34558,69568,35767,17169,826,84,115,102,93,3420,10005,6690,2145,6660,4425,31
JUN,2013,Lewisham,0,64,139,151,22,155,31,13,18,98,12,200,65,71,120,11,78,71,23,225,7,0,5,49,14,86,35,19,139,2,0,23,38294,38294,51835,35038,15474,36754,52747,36806,19232,636,70,143,65,54,3555,8025,5295,2115,5475,3360,37
JUN,2013,Merton,0,24,53,47,4,62,21,8,11,36,0,76,62,14,74,5,77,29,37,173,3,0,0,22,12,50,21,10,42,0,1,16,25844,25844,35112,25010,13907,24676,35652,25905,17117,349,43,83,54,26,1275,3135,1965,780,2115,1455,13
JUN,2013,Newham,2,57,143,154,12,117,45,18,27,172,3,118,75,86,253,18,109,171,35,337,7,0,5,53,8,71,50,12,118,2,2,37,47387,47387,71263,33648,13203,46403,57872,32638,15813,797,70,189,66,62,4050,9435,5355,2865,6195,3750,54
JUN,2013,Redbridge,0,40,97,91,16,112,16,10,18,54,4,165,50,80,185,23,65,51,18,195,7,0,2,15,6,59,27,5,164,0,1,22,42504,42504,45767,33813,20344,40134,45863,35411,24436,492,52,124,75,57,2445,5070,3135,1485,3900,2175,45
JUN,2013,RichmondUponThames,0,27,48,48,3,57,7,2,5,18,1,65,77,26,109,9,49,27,85,143,0,0,2,19,19,36,32,0,47,0,1,12,24130,24130,26793,26424,15690,23484,28593,26925,19326,296,42,111,48,39,555,1560,1185,255,1155,900,18
JUN,2013,Southwark,0,53,143,140,14,127,27,17,17,171,17,164,150,87,151,11,94,275,133,441,7,0,4,51,30,68,38,18,211,2,0,27,36100,36100,61866,35734,13794,35366,63461,35331,16813,798,84,162,71,84,3060,8910,5850,2085,5985,3840,38
JUN,2013,Sutton,0,31,51,47,0,70,10,7,18,13,2,57,49,21,115,8,62,19,19,99,3,0,0,23,17,34,24,6,44,1,1,12,26042,26042,26168,26724,16377,24510,28378,27302,20413,336,50,92,65,41,975,2535,1830,660,1800,1140,19
JUN,2013,Tower Hamlets,1,63,144,147,3,128,26,16,24,108,7,126,107,80,165,12,58,117,142,319,8,0,0,46,24,64,36,8,182,2,3,52,35719,35719,68642,26263,9992,34801,64253,21502,11718,687,75,216,59,74,4020,8760,5040,2910,5700,2715,44
JUN,2013,Waltham Forest,0,46,129,105,12,145,21,7,19,73,3,141,60,73,205,17,82,54,24,268,1,0,0,52,12,67,42,9,138,0,0,19,37161,37161,47884,32051,15596,35349,45892,32824,19040,575,62,110,61,71,3645,7800,4620,2265,5205,3090,42
JUN,2013,Wandsworth,0,28,93,113,3,93,16,14,26,63,6,137,112,78,223,14,88,129,160,265,4,0,0,42,25,46,32,7,95,1,1,22,33056,33056,67986,32293,16022,32578,74592,33637,20352,562,58,162,52,67,1890,5505,3585,1170,3750,2325,24
JUN,2013,Westminster,0,93,165,161,15,162,23,15,39,177,6,124,181,57,215,8,320,673,112,1371,12,0,6,35,55,186,48,10,290,3,5,82,24130,24130,48613,28022,15825,22341,43427,26402,18081,1291,179,378,104,156,1200,3975,2610,795,2775,1875,28
MAY,2013,Barking&Dagenham,0,31,96,84,3,84,15,9,17,46,3,137,39,78,159,18,68,28,13,172,5,0,2,49,11,33,24,6,104,3,0,26,33580,33580,28567,22018,10775,31258,31355,22776,14023,447,47,154,70,57,3285,5895,3060,2100,4275,2190,41
MAY,2013,Barnet,0,47,92,119,5,105,16,3,31,57,9,193,145,43,231,14,101,50,16,310,5,0,2,41,15,75,42,7,74,1,3,29,50642,50642,57444,44135,28258,47238,58931,47059,35381,547,64,157,88,70,1995,5850,3420,1185,4140,2310,33
MAY,2013,Bexley,0,26,68,59,3,73,14,4,11,17,5,89,42,41,81,7,80,15,11,133,6,0,0,23,5,52,30,11,54,0,0,21,32474,32474,28991,30971,21460,31170,31534,33031,27056,349,38,84,75,57,1950,3405,2460,1200,2715,1500,25
MAY,2013,Brent,0,74,112,150,15,187,49,15,27,106,7,164,54,45,125,16,79,85,45,240,9,0,4,46,10,72,31,20,273,1,2,43,43225,43225,58326,38120,20556,40259,54130,38615,24033,627,70,171,61,83,2895,9465,5745,1890,5160,3660,29
MAY,2013,Bromley,1,28,98,80,7,119,19,9,22,35,5,136,88,55,141,9,125,19,25,253,3,0,2,40,13,79,43,6,86,0,0,13,40715,40715,38750,42911,30273,38902,42514,45511,38323,466,56,153,93,35,2070,4080,3030,1065,2820,1965,26
MAY,2013,Camden,1,50,72,115,13,123,21,8,20,70,8,119,159,58,178,12,115,308,76,606,4,0,2,39,20,51,33,17,168,0,2,37,26579,26579,46175,26031,14994,25916,46568,25044,18412,717,78,207,63,72,1380,4485,2865,915,2910,1725,33
MAY,2013,Croydon,0,65,179,117,11,115,29,19,34,133,7,159,102,57,232,13,123,54,25,378,5,0,1,72,28,111,46,17,171,3,1,41,52916,52916,52608,48019,27234,51268,56102,51310,33295,669,66,182,64,80,3780,7995,5085,2265,5865,3345,19
MAY,2013,Ealing,0,66,117,113,6,177,20,7,26,72,6,169,126,52,235,13,121,84,85,285,3,0,7,47,27,100,45,11,155,0,1,34,46094,46094,60180,42374,22939,43638,57841,42488,26940,694,70,168,69,71,2880,8325,4665,1725,5220,3030,38
MAY,2013,Enfield,1,46,112,99,14,103,12,14,20,83,11,187,111,84,250,16,88,43,23,219,11,0,6,35,15,72,50,7,118,1,1,24,47736,47736,45616,39407,22987,44307,49532,42514,28425,562,62,137,93,57,3840,7920,4665,2460,6435,3480,39
MAY,2013,Greenwich,1,40,117,106,6,121,19,10,28,47,4,105,78,51,82,15,93,46,33,239,2,0,2,50,20,75,43,6,89,1,1,29,37842,37842,46802,31256,15878,35749,45469,31629,19383,588,67,148,56,52,2955,6720,3960,1785,4710,2520,32
MAY,2013,Hackney,1,75,128,143,22,151,36,8,32,82,7,108,101,40,132,11,58,257,93,403,5,0,2,49,16,36,39,43,129,1,4,26,33669,33669,56157,26552,11158,33075,56653,27165,12950,663,77,174,57,82,2880,8880,5370,2130,5820,3345,43
MAY,2013,Hammersmith&Fulham,0,34,77,81,9,108,17,11,16,41,2,76,27,54,140,13,136,74,123,257,12,0,2,33,17,63,23,12,162,1,4,29,19146,19146,38264,20029,9871,18699,38841,21232,12603,542,54,154,59,50,1485,4215,2670,900,3165,1845,30
MAY,2013,Haringey,0,62,100,89,11,82,22,12,11,89,7,158,68,59,149,10,83,84,39,238,3,0,3,59,22,36,39,6,97,0,0,22,34110,34110,52626,31100,14034,32823,49040,32468,17185,680,68,143,58,68,3030,8745,5205,1950,5670,3390,39
MAY,2013,Harrow,0,30,65,65,5,86,18,9,15,40,0,123,46,17,90,6,57,23,6,114,4,0,4,26,11,38,34,12,89,1,1,25,32904,32904,37120,30139,20543,30535,36070,31694,24368,363,45,95,62,39,1260,3060,2070,735,2115,1530,34
MAY,2013,Havering,0,28,86,71,5,97,19,4,11,28,1,163,30,61,144,15,86,55,11,174,5,0,1,26,14,67,32,4,70,0,0,17,30932,30932,29529,31679,24092,29663,31512,33401,31272,396,44,93,62,46,2460,4065,2580,1515,2940,1695,31
MAY,2013,Hillingdon,0,31,117,109,11,111,42,11,21,40,3,150,79,55,155,9,121,56,26,336,3,0,8,29,23,84,50,10,90,0,1,64,41134,41134,44738,35381,21605,38503,44273,35711,25463,496,61,111,47,54,1995,4290,2490,1215,3015,1530,38
MAY,2013,Hounslow,0,52,118,112,5,131,18,9,11,43,3,107,56,37,137,7,127,35,55,238,3,0,0,44,16,83,34,18,121,0,0,22,35411,35411,48299,31472,17258,33683,44900,31270,20114,498,61,124,64,58,2115,4425,2430,1125,2895,1620,37
MAY,2013,Islington,0,58,105,92,13,132,16,8,20,67,2,114,103,46,117,12,86,401,69,329,10,0,1,43,19,55,30,29,92,1,3,30,23245,23245,48467,24086,11296,22914,48679,23581,13403,586,66,170,64,56,2475,6015,3315,1560,3930,2280,38
MAY,2013,Kensington&Chelsea,0,24,62,61,8,63,10,4,10,25,0,78,63,34,123,7,127,80,60,402,2,0,1,13,5,36,19,2,67,3,0,16,16189,16189,28327,19899,12400,15077,28167,20757,14778,479,66,136,130,56,810,2595,1785,450,1830,1200,22
MAY,2013,KingstonUponThames,0,25,43,43,4,49,7,5,11,6,3,80,45,5,39,1,95,36,36,113,1,0,1,14,8,34,19,4,71,0,0,5,21143,21143,27072,20903,12556,21140,27668,21079,15232,306,41,74,39,38,615,1455,1050,360,1155,780,24
MAY,2013,Lambeth,0,85,144,147,20,152,30,9,27,189,15,207,93,74,184,13,68,323,125,398,8,0,2,76,26,80,41,8,114,0,1,34,35677,35677,71248,35936,14319,34558,69568,35767,17169,837,85,114,104,97,3570,10365,6795,2220,6945,4515,35
MAY,2013,Lewisham,1,57,114,101,8,152,27,13,27,106,9,187,79,69,87,10,61,66,40,271,6,0,5,49,20,73,38,15,99,0,1,23,38294,38294,51835,35038,15474,36754,52747,36806,19232,633,70,144,65,57,3825,8445,5520,2220,5580,3495,39
